text,hatespeech
caralho aulaaaas criaa kkk,1
"@user ""flor"" tbm é puxado",0
rt @user duas fadas recifenses morreram ao ver isso https://t.co/kljqcedboe,0
"a velho puta q pariu quando eu acho q para de aparecer a ****** no meu feed, ela ressurge das cinzas

EU NAO AGUENTO MAIS VER ESSA PODRIDÃO DE PESSOA NA MINHA TL ELA É UM LIXO E VCS FICA AI LAMBENDO O CU DELA PORRA MEU DEUS",1
@user @user essa foto parece de 1900.,0
rt @user resenha é meu piru dando mortal nao me chamem p essas porra,0
melhor frase que ouviu hoje 鈥� at茅 agora n茫o ouvi/li nada que me alegrasse https://t.co/orvrlzgf3q,0
"@user analfabeto funcional.

é uma prova que o clube dos isentões não passa de um bando de burro pomposo.",1
o tempo não pode mudar que o carioca já quer colocar um casaco,0
@user não teve. semana q vem @user falou q rola :),0
"@user n ganha a olimpíada nem fudendk, vao tomar um pau se continuar desse jeito",1
"oi mores, vim aqui pq eu devo uma satisfação pra vocês (se ainda tiver alguém que não desistiu da au). Eu já estou há semanas sem postar nada porque de uns dias pra cá eu peguei um bloqueio fodido, toda vez que eu abro o word eu não consigo produzir nada+",0
@user que d贸....!,0
"@user Pô Bruno, não achei tão absurdo não. Digo até que ele foi coerente durante a entrevista, falou até da venda do mando de campo sem ser perguntado. A gente conhece a situação do nosso clube, sabemos que algumas vezes temos que abrir mão de alguns atletas. +",0
liberdade canto pro asap rocky aleluia,0
"cara, charlles mora tão longe que nem o localizador do uber está reconhecendo, pqp",0
"nunca, nunca mesmo eu vou entender o tipo de pessoa que abre mão de amizades por causa de namoro!",0
"alô amigos, agitem a boa",0
tô meio bêbado ainda pqp,0
rt @user q lixo de saúde mental,0
rt @user me apaixonar s贸 por homem q n茫o vale a 谩gua q bebi t谩 me deixando s贸 a ca莽amba de lixo,0
"eu não concordo que fiquem postando a foto do meu irmão em rede social, porra...",0
@user é tipo legging kkkkkk mas ficou feia nas perna,0
@user @user pca é legal mas é muito grande e eu ja li a metade dos dois pontos ta ok,0
"minhas mulheres (principalmente artistas), chega de achar que vocês não são merecedoras da porra toda e de deixar de mostrar o que vocês fazem.

tem que mostrar que vocês estão aqui pra fazer barulho e incomodar. chega do mundo da arte ser liderada só por homem. saturadah.",0
rt @user quando a medicina evoluir e as gays começarem a parir pelo cu https://t.co/1mahw3hg7g,1
"não estou preparanda para me apaixonar, mais que coisinha linda da porra",0
"rt @user se tivessem 2 lecos, os dois iriam... https://t.co/cpucy3dscs",0
@user pilantra vc tá de dieta,0
eu mc saed fui da um rolé com o amigo na comunidade chegando la ele me apresentou uma novinha,0
"Fora o resto... PEC do veneno, fim da Ancine, contrário à ciência, restringindo a educação, cultura não presta, é tudo viado, mulher tem que ganhar menos porque engravida...",0
"carai, tinha ninguém pra jogar no time e agora tem 18 pessoas, amo quando algo dá certo :’)",0
"tava tudo ok em ver o jungkook todo estiloso de cabeça baixa até ele levantar o rosto e dar um sorriso e em seguida bater palmas a pedido do seokjin que o chamou de ""bom garoto"" que me derreteu toda maldita dualidade
 https://t.co/O5hiE1VoVS",0
A$AP solto. E sem ter que agradecer o Trump. Procuradoria sueca viu com maus olhos a intromissão do Trump. Processo correu normalmente dentro das leis suecas. Tudo resolvido.,0
"@user Urge que os 11 togados corruptos sejam substituídos , não é possível um país como o Brasil ser governado por corruptos da laia de Maia, Alcolumbre e a ORCRIM da toga.",0
"policia, raça desgraçada 🤬",1
rt @user uma coisa em cima da outra cara 馃槶馃挃,0
Homem não cansa de passar vergonha ne. O cara tem a cara de pau de dizer pro meu colega que acha que eu to afim dele pq eu olhei pra ele... Autoestima invejável... Ou apenas demência mesmo.,1
"mano pprt preciso parar de me estressar, n tenho paciência p mais nda mano q isso 😪",0
ahhh que fofooo. eu quero,0
@user kkkkkkkk se passou feia,1
"caralho, eu fico felizao mesmo de ver o futebol brasileiro evoluindo em contratações",0
@user @user @user O cara tinha que entregar uma flor e orar por ele depois de ser cuspido e xingado. Relativiza mais que tá pouco.,0
"Brinco nada kk, poderia ser mesmo o amor da minha vida .
Só depende de você pra assumir esse anônimo lkkk — aham mkkk https://t.co/yau5ySz4d6",0
"Eu me senti tão lixo ontem que eu tava no carro com umas 8 pessoas e eu comecei a chorar sem parar 
E olha que é difícil eu chorar na frente das pessoas",0
"@user @user a resposta chegou rápido...
https://t.co/jc6qsezjqp",0
que porra é essa que todo mundo tá atualizando status no face e nunca da pra ver porque da erro? wtf,0
"@user 720? Um presidente federal da OAB, recebe 720, s茅rio que o Sr. postou isso? Isso 茅 uma vergonha.
S贸 para o Sr. ter ideia de como 茅 rid铆culo 720 assinatura de apoio, em 2017 s贸 no Estado do RS teve atualiza莽茫o de inscritos com 100 mil Advogados. Imagina quantos s茫o ao todo no BR?",0
"rt @user cacete mano, quando q vou ter alguem em",0
puts só queria estar no barão agora,0
"A felicidade em ver a pessoa que alegra nossos dias nesse lugar, ajuda e lembra de todos nós a todo os momento, feliz e grato, não tem preço ❤ Esse homem é um exemplo de força, simpatia, alegria e humildade https://t.co/jOao7ay5Wa",0
tomar no meio do cu caralho,1
"@user Sai calopsita, nem fala comigo n茫o pq eu ainda to puta contigo, fica jogando praga em mim e ainda tem a cara de pau de trocar de escola",0
"@user investigar bandido nao e crime!
va trabalhar velho vagabundo!!!",1
@user @user @user então não vai no médico quando ficar doenteee hkkkk fdp,0
queria estar comendo c o grtinho q eu até q gosto,0
gabriel não quer tatuar minha bunda.... garoto tóxico,0
"vai se fuder, quem eu mais gamei, tá namorando",0
"ai gente sinceramente parem de se denegrir vendo esses lomotif de garotas, porra todo mundo é diferente e isso não significa que fulana é mais bonita que você",0
abraços espaciais,0
"A Universidade Federal Rural do Semi-Árido (@user no Rio Grande do Norte, inaugurou mais quatro usinas solares e tem a maior potência instalada entre as universidades federais  https://t.co/36ekIHkvwx",0
"eu tava com tanta saudade desse jogo que tive que fazer um char desde o início, vsf eu amo demais esta porra https://t.co/bhz1a0v12m",0
"o stf não representa os interesses da soberania brasileira. passou a ser um braço de tudo o que é vil.

#stfvergonhanacional",0
"@user @user @user o cara só é simplesmente o maior vencedor da história de futebol, tá com 36 anos e tem gás demais e não um gordo com joelho fodido",1
"@user fala ñ, só vem 😂♥️",0
rt @user eu fico pensando numas coisas q sei lá da vontade de bater a cabeça na parede p parar de pensar,0
rt @user bom dia flor do dia,0
@user @user @user @user @user @user @user @user @user @user Duvivier vai odiar os baianos @user dizer q eles são escrotos e paramilitares 😂😂😂😂 https://t.co/dgqB1Eaycw,0
rt @user desconstruída de iphone kkkhm https://t.co/zlpgdhokt5,1
@user mas ele n é fdp?,1
essa porca kkkkkkkkkkk,1
rt @user bazinha tá postando foto do miau dela e puta q pariu ele é tão lindo e gordo 🥰🥰🥰🥰🥰🥰🥰🥰,0
@user @user porra eu também,0
"rt @user uma vez eu vi uma garota falar que não achava o kyung sexy, mano??? eu vejo essa fancam e meu pau bate na testa https://t…",1
"E mais uma Vez Harry Styles fez eu me apaixonar ainda mais por ele

Caralho olha a preciosidade desse vídeo, o sotaque dele, eu não estou sabendo lidar com esse vídeo😍😍 eu amo tanto esse anjinho💚
https://t.co/1vkGohglA5",0
"rt @user deus olhou pra mim e falou "" isso é uma coisa que vc não vai te irmão"" https://t.co/mx5z2si8dg",0
tá bonitinho no celular mas aí eu posto e fica tudo arregaçado,0
que puta de vergonha https://t.co/feotrepoqo,0
"ganhaaaaaammoooossss!!! porrrraaaaaa!!

respeitaaaa meu shrewsbury fdp!!!!!!

esse ano, ninguém vai parar a gente!! vamoooooooooo",0
rt @user quero foder,1
"@user claudia leite tinha que fazer uma tatuagem dele, pra balancear o universo.",0
esse bichinho aqui é o meu patrono pqp muito fofo amo,0
@user fdp kkkkkkkkkk,0
parece que to falando grego vai toma no cu,0
pqp que agonia,0
rt @user se a pessoa não sabre abrir a merda do ovo vai saber fazer uma merda dessa pqp https://t.co/nhss71xzqi,0
@user se o bandido e covarde ustra tivesse vivo com certeza seria nomeado para esta comissão.,0
performer da nação caralho,0
que luta pra sair esse amistoso hoje hein pqp,0
@user @user nao acredito que voce esta se doendo  por uma garota estranha e alheia mano qual a pira?,0
"rt @user artur é feio, arthur é bonito",0
porra so vou pro outro hospital fazer outras analises na segunda 💔,0
to correndo disso,0
eu colocava um clone em casa mesa e eu sentava na da sandra e lana pq neh,0
me senti agoniado vendo lorin sagrando furado pqp vei 😪,0
@user os malabarismos que o caio miranda faz para passar pano para o presidente s茫o incr铆veis...,0
"rt @user [🐝] plantas que você pode plantar na sua casa e que contribuem para a salvação das abelhas, a thread;",0
"só pode ser falta de conteúdo

https://t.co/jcjvs1nlhg #fofocalizandonosbt",0
"@user @user #horadeporcafé  
 -ofensas difíceis demais para serem entendidas: A vissitude de seus argumentos é um ultraje, poderia ser mais celére e pragmático suas falas são cheias de subterfúgios deveria perscrutar mais antes de falar. Vc é apenas um pernóstico obtuso",0
@user vai falar que passando o olho rápido n parece o jovem lebron?,0
