text,hatespeech
na real nem sei se vou sair pq tá frio pra caralho e eu já furo no calor imagina no frio kkksksk,1
se fuder roadtrip eu quero um clipe de verdade e não a porra de um vídeo mostrando a casa enquanto toca o single https://t.co/hoiius0o8z,0
rt @user @user so a gente sabe oq a gente passa com essa merda,0
@user amo vocês porra 💜💜💜💜💜💜💜💜💜💜💜💜,0
@user eu disse q sao chatos pra caralho nao infelizes,1
rt @user n aguento mais chorar por autoestima baixa eu me sinto tão feia o tempo todo,0
já que não tem ze carioca e golpe.,0
"Lucas quer falar que eu sou sozinha, ok. Mas ninguém gosta de se aproximar dele porque além de fofoqueiro é falso. Ainda tomou um puta socão de um homem no festival e fez o que? Nada! Kkkkkkkkkk Só tem marra com mulher",0
rt @user cr meu sonho mas eu nao consigo de jeito nenhum https://t.co/uyoy875naz,0
"@user gente, é óbvio que é ironia né pqp",0
@user kkkkkkkkkkkkkkkk tnc porra te amo,0
"@user simmm guris otarios p caralho, acham bonito ser feio",1
"Curly Lambeau dá nome ao estádio da franquia Green Bay Packers! E no episódio histórico dessa semana, viemos contar um pouco sobre ele! Aperta o Play e vem com a gente!

https://t.co/Iq2ge0OdJV

Spotify:
https://t.co/5UpE1kmXrL

#Packers
#GoPackGo https://t.co/3EeRcuKvhU",0
@user @user nil vai ter no google podcast pra ouvir em 2° plano?,0
"eu acordo e fico vendo vídeo, alan fica puto pq acordo ele kkkkkkkk",0
"@user @user @user Isso vindo de um ""jornalista"" que acusou uma pessoa de nazista por ela ter dito que é ariana (do signo de Áries) parece hilário mas é a chaga do Brasil.",0
"rt @user s
t
f

superior tribunal de fuleiros 
#stfvergonhanacional",0
"saudades desse rolê aleatório 🍻❤️
@user https://t.co/m3sjf6t5ac",0
"além de ser homem é analfabeto, fé meu parelha",1
quem diz que não é o melhor não lercebe puto de futebol assunto encerrado,0
homem de 60 anos ferido na sequ锚ncia de atropelamento em聽albufeira https://t.co/gu8nwrfsu8 https://t.co/klx02htfkk,0
"rt @user se este #tweet chega 100 #rt eu posto um nude do meu pau , so assim vou ver o interesse de ver de vcs👅🙈",1
rt @user mais pode até fala de mim tô nem aí 🎵 https://t.co/nr3dwyflro,0
"Como que explica pra pessoa que se ela se importa se existe ou não superioridade racial, raça pura e etc, que se esse é o bastião de auto-estima dela é porque ela é um lixo humano e não há esperança pra ela? 

Um amigo meu que perguntou",0
"o nereu nem irrita cara, muito machista, muito muito muitoo que fico puta da vida 😒👌",0
@user ridículo,1
agora não sei se durmo ou visito a feia,0
que jogo mano pqp,0
"Fuck | Marry | Kill [SIGNOS]

AR 
F: Libra
M: Gêmeos 
K: Aquário (me perdoa anjos mas enfiem sua frieza no cu)

ÁGUA 
F: Escorpião 
M: Peixes
K: Cancer 

FOGO 
F: Sagitário
M: Áries
K: Leão

TERRA 
F: Capricornio
M: Virgem
K: Touro",0
"@user É de cair o cu da bunda 
PORRA velho 
Esses grupos e os femininos levam a empresa nas costas e eles inventam uma porra dessa 
Pensa tu chegar p trabalhar e a empresa fala ""vc vai mudar de setor e não é uma opção""",0
rt @user cansei de ser bonita no espelho e feia em foto,0
rt @user eu tô tão puta se eu visse essa garota na rua dava um socao,1
"é meu fone ou o jyp não deixa os microfones das meninas do itzy ligado? só da pra ouvir aquela base altíssima, fico puta",0
"ae grzd, não durmam do nada, já fiz a experiência algumas vezes, mas juro q é sem querer.",0
"não existe música ruim do rubel, o cara é sensacional",0
rt @user mais um amigo que se vai nessa vida maldita do crime 😡😡😭💔 eterno gunnay,0
@user quem e esse passa visão que vou mandar passar ele,0
"tá com cara de tie break esse jogo, que morte",0
certeza q a galadriel desliga o meu,0
"se voce namora sabendo q o seu @user é assexual NAO tenta forçar nada filho da puta
namora outra pessoa se vc acha q sexo e TAO necessario assim porra https://t.co/8hDRFQAABD",0
Feliz a nação que acredta no senhor e seus enviados p ajudar seu povo. Obrigada Deus. Por enviar  um homem de fé em Deus como @user para ter força e ajudar seu povo. https://t.co/VqCfL7j0Rh,0
"rt @user ô diazinho mequetrefe!
tomara que acabe logo!",0
"@user amiga eu acho ele meio feio... galã feio, mas como ator é até gosto. Eu só não sabia que vc gostava dele mesmo kk nunca ia imaginar",0
"Deixe eu entender: com base nas mensagens roubadas por um estelionatário, a Folha acusa @user de fazer ""um cerco a Toffoli"" porque o procurador da Lava Jato fez o trabalho pelo qual é pago? Pô, condecorem Deltan.",0
"@user porra, passamos mau kkkkkk",0
fico puta com essas graças 😤,0
rt @user emmascoott só não funciona pq o ciclope é um lixo com as mulheres https://t.co/zfm4p6svgo,0
n vou negar que queria,0
que ódio disso snrs,0
que porra é essa aqui,0
@user eu vi algo sobre mas nao entendi,0
@user @user a cara de cu do pretinho me representa,0
@user eu sou uma dela carai,0
porra cade o sol,0
"Esse mês eu vou viajar pra uma cidade em minas que simplesmente não tem banco, ou seja, nada de cartões la 
O que quer dizer q to fudido pq eu n ando com dinheiro",1
rt @user pq me deixastes boiola por vcs hein? https://t.co/czjkgxz4ha,0
@user mas não eram mensagens falsas?,0
"rt @user com esse video lindo do bailey falando puta que pariu entao vamos la porra
#mpn #nowunited https://t.co/fcpv4ie7bx",0
@user @user @user vc também participa dos filmes ? 😹😹😹😹,0
"Essa história de que ""O trabalho enobrece"" é o maior lero do capitalismo.
Você tem que dedicar 9h ou mais do seu dia simplesmente a acatar ordens, produzir e ganhar seu sustento.
O que me enobreceria de verdade seria poder usar o meu tempo como eu bem entendesse. Estudando, etc.",0
não tem nada que meus olhos enxergam que não lembram meu coração de você.,0
@user vou tentar hj! valeu flor 🌸🌸🌸,0
@user @user Mas também é cada pergunta e cada pauta idiota. Vocês acham que o Presidente é sem noção ? Conheçam minhas ex e chefes. Kkkkkk aí saberão o que é gente que fala o que pensa.,0
"@user @user só assim n vota, tem q escrever algo #mpn #tazercraft",0
"macete caralho, macete caralho",1
